price_usd,living_space_ft2,lot_size_ft2,home_age,distance_city_mi,crime_rate_index,condition,waterfront,home_type,heating_type,region
339943.17,1287.8,7433.4,99,7.6,4.9438,poor,No,single_family,gas,west
583868.58,2501.9,7609.9,29,11.9,2.2582,good,No,townhouse,electric,north
331127.58,967.2,6442,44,4.11,2.7972,good,No,townhouse,electric,north
498324.95,2478.6,10724.7,18,11.93,3.9224,excellent,No,townhouse,electric,east
417523.64,1884.4,2997.7,86,7.61,3.0921,poor,No,townhouse,electric,west
582347.48,1761.3,4928.8,33,3.57,1.3387,good,No,single_family,electric,west
541023.75,1582,6741.9,12,2.76,3.2206,good,No,single_family,gas,south
421827.9,1959.7,2892,42,15.74,2.5027,good,No,condo,gas,north
424797.84,1784.9,6560.4,61,7.36,4.0284,poor,No,single_family,gas,east
577264.29,2241.3,11153.7,117,11.75,3.1815,good,No,condo,electric,north
421390.12,1845.7,7052.2,92,1.17,3.1134,good,No,townhouse,oil,north
352854.79,1860.1,7576.8,99,18.55,1.7421,fair,No,condo,gas,north
424914.36,1654.6,3849.6,21,11.57,2.724,good,Yes,condo,electric,west
395828.55,1777.2,5459.1,51,6.98,4.1641,good,No,single_family,gas,north
465330.79,1923.1,6062,51,6.78,2.0682,good,No,townhouse,gas,south
263122.09,1115.9,6205.7,110,10.94,2.9609,excellent,No,condo,gas,east
336470.46,1260.7,10204.1,35,10.71,1.8763,good,No,single_family,electric,east
564720.91,2097.3,8394.2,72,8.73,1.5794,excellent,No,single_family,gas,north
374915.25,1868.3,4221.4,102,8.04,2.8982,excellent,No,single_family,gas,east
387548.71,1726.4,7616.3,114,10.24,3.2086,fair,No,single_family,gas,north
476227.75,1807.4,8245.6,18,1.03,5.3926,fair,No,townhouse,gas,west
502034.62,1939,9850.4,37,6.51,2.4534,good,No,single_family,gas,east
406806.16,1584.1,10951.4,69,1.41,2.9398,good,No,single_family,gas,west
356277.71,1488.7,4462.3,115,10.42,1.4999,good,No,single_family,electric,west
453701.84,1878.3,4972.9,110,5.3,3.7347,good,Yes,single_family,gas,south
469390.03,1408.7,3856.1,78,1.71,3.4777,good,No,townhouse,electric,south
469918.73,1963.3,6415,56,4.82,4.7861,good,No,single_family,gas,east
452703.42,1119,8165.9,19,8.6,4.3339,fair,Yes,townhouse,gas,north
532574.18,2211.7,9468.3,8,7.18,3.4217,excellent,No,townhouse,electric,north
525646.69,1989,6810.1,31,3.31,2.4359,good,Yes,condo,gas,north
640995.53,1902.4,6200.4,3,1.18,3.2456,excellent,No,single_family,gas,north
676626.61,2193.1,7379.4,49,8.3,2.8668,fair,No,townhouse,electric,south
636108.15,2466.2,4912.1,81,5.68,4.1441,excellent,No,single_family,gas,north
569149.04,2205.7,12223.8,4,6.97,3.9915,poor,Yes,townhouse,electric,north
388288.32,1063.7,2980.8,19,7.36,2.6443,fair,No,single_family,gas,west
385271.49,1288.2,7461.9,86,9.72,1.2456,poor,No,townhouse,electric,north
410504.48,1550.1,12059,74,11.39,4.6001,good,No,single_family,gas,north
419756.64,1810.4,7017,36,8.59,3.6982,excellent,No,single_family,gas,south
541985.92,2007.1,6524.9,21,6.72,2.6166,good,No,townhouse,gas,east
385102.81,1509.7,6106.4,57,8.1,3.6514,excellent,No,townhouse,electric,west
420440.05,1874.7,6549,67,6.64,3.0898,good,Yes,single_family,oil,west
401049.73,1497.8,10432.1,92,1.43,4.5823,good,No,single_family,gas,east
416903.08,1555.4,1500,43,12.37,0.6843,excellent,No,single_family,electric,west
427717.52,1237.3,10833.6,33,11.61,2.5234,fair,No,townhouse,gas,north
320080.12,1430.7,3440.1,76,15.95,4.9189,good,Yes,single_family,electric,north
330146.33,1259.3,6333.4,41,17.12,3.6758,excellent,Yes,townhouse,gas,east
492437.84,1409.7,5926.9,8,3.3,5.1271,excellent,No,single_family,gas,south
511594,2221.5,8471.4,105,6.66,1.5338,excellent,No,single_family,gas,south
327532.01,1420.2,3004.7,94,18.05,4.2866,excellent,No,condo,gas,west
680660.96,2853,8155.4,6,7.84,4.2147,fair,No,single_family,gas,south
499667.41,1997.3,12060.8,67,8.98,0.9819,excellent,No,single_family,electric,south
477026.41,1873.9,3592.1,18,1.92,2.6454,good,No,single_family,oil,south
368562.41,1456.7,7474.3,105,8.6,2.8722,excellent,No,condo,oil,south
511454.8,2080.1,5345,93,15.73,1.0565,good,No,townhouse,gas,south
424276.63,1569.7,8064.7,30,13.15,2.6705,good,No,single_family,gas,south
454975.22,1848.8,7047.9,34,5.56,4.0478,good,No,condo,electric,south
712195.12,2824,5396.3,56,6.41,2.5309,good,No,condo,gas,west
494429.59,1761.6,8219.7,84,3.48,3.2906,poor,No,single_family,electric,north
597077.93,2259.7,11510.9,60,4.6,3.2992,excellent,Yes,townhouse,electric,south
507013.51,1518.7,6522.7,30,0.5,2.9854,excellent,No,single_family,gas,north
390916.03,1786,8799.4,82,7.66,2.1538,fair,No,condo,electric,east
545086.72,2508.3,3766.8,94,14.04,3.7906,good,No,townhouse,electric,north
485990.34,1549.2,4608.9,52,9.42,1.0956,good,No,single_family,gas,east
550596.87,2525,8181,31,13.46,3.0103,good,No,single_family,electric,west
380597.35,2083.1,10710.3,65,12.29,4.6626,fair,No,single_family,electric,north
457273.58,1575,7889,58,5.81,2.4632,excellent,No,single_family,electric,east
469914.86,2053,6217.4,115,4.96,2.1272,good,No,single_family,electric,north
497926.24,2189,6998.2,9,5.12,3.8706,good,No,townhouse,gas,west
603534.94,2048.7,3874,1,1.13,3.1961,good,No,townhouse,gas,north
372629.4,1171.9,8511.3,65,8.13,3.8945,poor,No,condo,gas,east
373259.57,1509.1,9205.8,59,0.5,3.0462,good,No,single_family,gas,south
508424.23,1701,5869.8,87,10.37,0.134,fair,No,townhouse,electric,south
514855.73,1770.2,5824.9,16,8.29,4.4159,fair,No,townhouse,electric,south
360000.01,2048.3,7664.7,95,9.89,5.484,good,No,townhouse,electric,west
522557.47,1871.1,5908.2,15,12.23,4.5408,excellent,No,condo,gas,south
449889.14,1265.9,6834.7,15,8.8,0,good,No,condo,gas,west
543261.51,1952.1,12249.3,45,14.53,3.5413,fair,No,single_family,gas,south
470115.34,2044.2,6382.4,38,10.49,2.4399,good,No,townhouse,electric,west
505936.81,2023.9,6104.1,116,4.97,1.6989,excellent,No,single_family,electric,west
540377.81,2232.3,5381.1,30,7.05,3.1473,good,No,single_family,gas,north
488400.64,2133.6,8860.5,106,0.5,2.8213,excellent,No,condo,electric,south
444420.81,1983.7,6546.9,87,4.39,3.6104,good,No,single_family,gas,north
406758.8,1771.9,5376.6,0,6.48,3.0679,good,Yes,condo,gas,east
414161.92,1135.6,10303.3,10,10.19,1.655,fair,No,single_family,gas,south
446439.49,1971.8,10549,118,5,2.3081,good,No,single_family,oil,south
340133.85,1883.1,5498.9,84,3.01,2.1144,good,No,single_family,oil,south
558446.8,1908.6,2333.7,3,0.5,0.9402,good,No,single_family,gas,south
445555.01,1289.3,9518.8,70,5.61,1.354,excellent,No,townhouse,gas,north
307683.18,1367.6,5288.4,25,15.8,2.7467,excellent,No,townhouse,electric,north
446047.66,2221.3,8976.6,110,9.08,4.7085,fair,No,single_family,oil,west
461683.84,1784.2,2074.7,49,11.76,2.3573,fair,No,condo,gas,north
433269.72,2072.6,9231.5,11,4.4,2.0911,good,No,townhouse,electric,west
438937.46,1811.3,3972.1,94,1.71,1.5825,fair,No,townhouse,gas,east
483122.52,1811.9,8826.9,80,3.12,3.0366,good,No,single_family,electric,north
455919.92,2175.3,7035.7,96,7.61,4.4151,excellent,No,townhouse,gas,west
371795.55,1593.6,4615.2,74,0.5,5.4032,excellent,Yes,single_family,gas,south
391889.41,1838.4,5982.4,91,3.97,3.3425,good,No,condo,electric,east
335127.7,1615.1,8715.8,95,5.65,3.168,excellent,No,townhouse,electric,west
422164.05,1626.2,7264.7,64,2.72,2.3478,good,No,single_family,oil,east
544787.11,1676.3,8461,46,0.5,2.5481,fair,Yes,townhouse,gas,south
563336.66,1888.9,11941.1,91,9.16,3.755,good,No,single_family,gas,south
428982.21,1608.5,3089.4,52,8.18,2.6221,good,No,condo,electric,west
534732.66,2302.3,11043,105,11.12,2.8053,good,Yes,condo,gas,west
367477.62,1442.2,7260.9,70,3.56,2.9696,fair,No,condo,gas,south
370101.44,1725.3,4753,1,11.04,2.291,good,No,single_family,electric,west
448708.76,1624.1,3674.2,105,14.12,2.91,good,No,single_family,electric,south
553296.74,2378.8,6527.2,23,9.05,0.5767,excellent,No,single_family,electric,north
561774.77,1878.6,9304.1,3,5.56,3.6586,good,No,townhouse,electric,west
483695.28,2212.7,6681.1,107,8.58,5.8221,good,Yes,single_family,oil,east
462534.77,1205.8,10777.9,18,5.37,2.3375,good,No,townhouse,electric,south
561638.88,1906.8,3372.1,25,4.7,3.4486,fair,No,single_family,gas,north
502136.69,2155.9,6969.8,74,10.73,4.0219,good,No,single_family,gas,west
495407.98,1832.9,3869,39,7.44,4.5363,excellent,No,single_family,electric,south
575427.46,2226.2,7909.1,49,12.82,2.6828,good,No,condo,gas,north
434481.15,1593.1,9217.2,42,6.23,0.836,excellent,No,single_family,electric,west
621316.66,2363.7,5948.1,74,6.64,3.3207,fair,No,townhouse,gas,south
539486.56,2719.6,1500,108,5.73,3.1544,poor,No,single_family,electric,south
452791.62,1654.9,7497.4,66,3.52,2.5852,excellent,No,townhouse,gas,south
482782,1621.8,8091.8,11,11.26,2.8398,excellent,No,townhouse,gas,west
422697,2381.4,8010.7,66,16.74,3.1724,excellent,No,townhouse,gas,north
606550.84,2431.8,10089.5,105,6.47,3.4341,good,No,townhouse,gas,south
483420.39,1590.9,4322.4,26,5.28,3.3838,excellent,No,condo,gas,north
571490.54,1631.9,8700.5,112,5.02,2.7388,excellent,No,single_family,electric,north
559448.63,1687.3,9981.3,53,5.28,3.4611,excellent,No,single_family,gas,east
321670.69,1262.2,2553.5,65,14.6,2.658,good,No,single_family,gas,north
508273.29,1432.5,7799.1,48,5.13,3.7704,good,No,single_family,gas,north
480344.24,1398.3,5739.6,15,5.66,2.2471,excellent,No,townhouse,electric,north
489636.73,1492.9,6796.2,1,3.04,3.0877,good,No,single_family,electric,north
373068.36,1786.1,7869.2,59,9.17,1.0515,good,No,condo,gas,north
411482.34,1893.7,5781.9,53,7.73,2.5561,good,No,single_family,gas,west
597662.45,2420.2,5310.7,29,3.45,3.681,good,No,townhouse,electric,east
370632.99,1400.7,7085.4,83,4.43,1.7595,good,No,townhouse,gas,south
520209.85,2193.7,4281.9,37,14.13,2.6159,poor,No,townhouse,gas,east
543711.5,1714.4,4285.4,27,8.13,0.1139,excellent,No,townhouse,oil,east
533299.24,1780.2,8698.4,24,8.41,1.3583,good,No,townhouse,gas,south
438686.61,2069.9,4128,95,8.42,1.6722,good,No,townhouse,electric,north
443134.71,1350.9,8665.8,9,13.58,3.1221,fair,No,single_family,electric,south
456602.63,1953,8156.5,59,3.82,3.4001,poor,Yes,single_family,electric,north
423459.3,1866.6,2685.5,41,6.41,2.9327,fair,No,townhouse,gas,south
527089.12,1997,5306.1,39,7.32,2.5409,good,No,townhouse,gas,west
445382.31,1915.7,9985.3,96,1.12,2.5451,poor,No,single_family,electric,east
589142.4,2782.1,4547.1,76,4.34,3.8593,excellent,No,condo,gas,north
393625.16,1544.9,5839,119,12.19,3.2554,fair,No,single_family,gas,east
405353.7,1587.6,8155.2,104,11.04,2.5993,fair,No,townhouse,electric,north
328854.3,1550.7,8958.5,117,11.75,4.552,fair,No,single_family,electric,south
362882.59,1577.8,6371.2,41,5.64,5.34,poor,No,single_family,oil,south
401188.12,1545,5506.2,46,6.14,1.5051,good,No,single_family,electric,south
689540.33,2275.6,10555.9,36,0.85,3.627,excellent,No,single_family,gas,west
530823.54,2368.2,11347.2,117,11.73,6.7079,good,No,condo,gas,south
460612.79,1571.7,9447.1,79,12.39,3.3362,fair,Yes,townhouse,gas,south
354120.48,1467.1,7213.3,108,12.34,3.1385,fair,No,single_family,gas,west
468700.17,1988.6,4979.3,21,14.42,2.9331,good,No,single_family,gas,east
458667.02,1579.1,4923.9,56,9.69,3.5882,excellent,No,townhouse,gas,east
508619.46,2053.2,8306.3,83,14.23,3.9059,fair,No,single_family,oil,north
412934.61,1881.2,8046,113,7.2,1.5063,good,No,townhouse,gas,east
327885.2,1193.7,10504,106,0.93,2.9682,good,No,condo,electric,north
502399.38,2419,8626.1,26,11.44,0.2766,fair,No,single_family,electric,north
587039.92,2518.4,3242.3,40,0.78,2.7488,good,No,condo,gas,east
437191.31,1554.9,9629.9,79,8.68,1.9168,poor,Yes,single_family,gas,east
398431.48,1644.9,4504.8,33,11.82,3.407,good,No,condo,electric,west
542720.51,1914.3,6040.1,31,9.3,1.0123,fair,Yes,townhouse,electric,north
513188.7,1933.8,7625.5,89,17.11,2.3852,good,No,single_family,gas,east
521568.26,2063.4,11989.2,88,0.5,4.1599,poor,Yes,single_family,electric,east
601142.22,2604.1,14774.8,65,7.67,2.1884,excellent,No,townhouse,gas,west
526683.36,1729.2,8516.8,11,8.07,0.7141,fair,No,townhouse,gas,east
421880.09,1480.7,6542,39,2.62,3.309,excellent,No,townhouse,gas,south
347037.22,1248.3,8336.3,72,3.39,2.2962,excellent,No,townhouse,electric,south
386091.59,1507.6,9219.1,75,4.62,2.7769,excellent,No,single_family,electric,north
403517.82,1786.7,6198.3,89,3.6,2.1242,good,No,single_family,electric,west
611627,2517.8,11488,72,7.57,5.3693,good,No,condo,electric,east
462342.77,1593,7575.2,9,5.59,1.1303,good,No,condo,gas,north
483993.46,1889.5,8244.4,95,9.27,6.4002,fair,No,single_family,gas,east
443474.2,1793.4,8664.8,97,10.6,2.5312,good,No,single_family,electric,south
536228.49,2275.4,8054,47,10.33,3.2201,fair,No,single_family,electric,east
710579.37,2810.8,9097.4,19,6.36,2.3102,excellent,No,single_family,electric,east
388023.72,1587.7,5456.9,38,9.14,2.26,poor,No,townhouse,oil,east
370355.16,1604.2,5604.2,59,12.14,2.0582,good,Yes,townhouse,gas,south
544405.96,2217.7,4249.6,65,9.78,3.7215,good,No,single_family,gas,south
359192.68,2072.8,8098.8,64,15.44,1.307,good,No,single_family,gas,west
573650.88,2538.7,8947.3,50,11.93,3.4369,good,No,condo,gas,south
522555.17,2033.6,8144.4,35,14.87,0.3786,fair,No,condo,gas,north
569880.59,1656.3,11186.2,23,0.5,3.3282,good,No,townhouse,electric,east
525906.51,2036.3,6986,117,8.39,4.019,fair,No,single_family,gas,south
566185.71,2243.5,8671.9,26,6.7,1.4706,excellent,No,townhouse,electric,north
592652.18,2128.2,4270.7,1,7.5,3.8145,good,No,condo,gas,south
484483.88,2002.9,6032.3,30,4.78,3.0617,excellent,No,single_family,electric,east
494562.17,2226.7,8738.8,56,9.58,4.9181,poor,No,condo,gas,north
635517.41,2267.7,9122.8,77,0.77,1.9738,fair,No,condo,electric,south
527138.42,2352.9,6265.1,65,9.61,6.3792,fair,No,townhouse,gas,south
557668.74,2059.5,6821,28,4.91,0.1311,poor,No,townhouse,electric,north
432937.82,1733.2,3205.3,14,6,2.6046,fair,No,townhouse,gas,west
520877.29,1858.7,6107.4,11,9.75,0.9617,good,No,single_family,gas,north
534083.98,2282.6,9226,100,8.32,5.2213,fair,No,single_family,electric,north
444224.43,1473.2,8438,27,12.22,2.686,good,No,townhouse,gas,north
429115.88,1947.5,8251.7,83,4.12,2.794,excellent,No,townhouse,oil,north
452582.34,1642.7,7124.4,102,7.68,3.5319,good,No,single_family,electric,south
418644.11,1811.5,7017.7,23,11.56,2.9942,good,No,townhouse,oil,north
564780.32,2311.4,5349.2,20,9.44,2.2875,good,No,condo,gas,north
425554,1876.4,8747.1,9,9.7,1.492,good,No,single_family,gas,east
390973.81,1818.6,8052.4,109,12.43,3.2022,fair,No,condo,electric,south
316070.29,1256.1,8230,77,6.38,3.4546,good,No,condo,gas,east
462403.19,2098.5,5684.9,100,5.53,3.8345,good,No,townhouse,gas,south
512643.59,2058.2,1616.6,17,10.3,5.2953,excellent,No,townhouse,gas,west
634333.23,2665.3,9742.9,87,7.4,0.3915,good,No,condo,gas,west
493080.87,1676.9,5802.9,13,12.49,2.9187,good,No,condo,electric,south
363038.54,1887.7,4843.1,33,9.48,4.4301,good,No,townhouse,electric,west
526505.45,1899.8,8733.7,57,5.51,2.8506,fair,No,single_family,gas,west
559651.32,2431,6020,75,9.35,0.1942,good,No,townhouse,gas,south
481598.76,1761.9,9649.8,21,4.39,1.4508,good,Yes,townhouse,gas,north
367341.54,1911.6,8542.5,119,11.79,3.3943,fair,No,single_family,electric,east
515341.63,2043.2,8708.9,69,2.41,3.3506,fair,No,single_family,gas,south
467423.39,1874.6,3585.1,35,12.89,3.807,fair,No,townhouse,electric,south
458230.91,1621.4,10029.9,44,9.28,2.0628,good,No,condo,gas,south
481487.39,1877.6,7653.1,35,7.34,3.3119,fair,No,townhouse,gas,east
419484.58,2229.5,6076.8,21,11.05,1.865,good,No,single_family,gas,south
339772.18,1389.4,7358.5,77,10.05,3.3119,good,No,condo,electric,east
356840.21,1853.2,2559.4,79,13.32,3.0639,good,No,townhouse,gas,east
490361.69,1520,8021.6,60,13.28,2.015,excellent,No,condo,gas,west
492085.6,2278,4426.6,99,9.41,4.8698,excellent,No,condo,gas,north
419434.03,1190.7,3618.3,55,4.51,0.9532,good,No,townhouse,electric,west
435379.68,1576.4,3194.1,88,5.83,2.8301,poor,No,townhouse,gas,south
478186.21,1950.9,9781.7,95,7.71,1.9885,good,No,single_family,electric,south
529518.47,2426.2,5426.8,32,12.33,5.201,good,No,single_family,gas,east
450797.66,1773.7,10834.3,44,6.17,3.7181,good,No,townhouse,electric,west
350098.05,1577.9,5660.5,35,6.51,2.2208,good,No,townhouse,electric,east
581343.24,2552.5,2731.6,19,15.39,2.6643,fair,No,townhouse,electric,west
404532.11,1220.8,4208.7,17,7.58,5.2335,good,No,condo,electric,west
351034.11,920.5,10089.5,37,5.46,1.8645,fair,Yes,single_family,electric,west
479934.73,1976,6610.3,66,11.11,0.8827,good,No,single_family,gas,west
393171.17,1599.2,5629.3,22,7.78,3.3492,good,No,condo,electric,west
375015.47,1391.5,7400,95,2.44,3.3764,good,No,condo,gas,north
410892.09,2083.3,8254.5,108,12.16,3.7992,poor,No,condo,electric,south
559544.61,1897.5,9793.5,15,5.01,3.8072,good,No,single_family,oil,west
422396.31,1574.4,10621.2,58,8.17,5.1248,good,No,single_family,oil,west
342038.41,1287.9,6100.6,68,7.73,0.9382,fair,No,single_family,electric,east
496271.17,2149,3684.9,67,8.92,1.5566,good,No,single_family,gas,south
518544.79,2060.1,5966.3,20,0.5,3.7946,good,No,townhouse,electric,south
408887.42,1760.3,7650.7,103,6.66,1.6732,good,No,single_family,oil,south
545948.4,2538.7,4590.6,114,12.5,1.2521,good,No,single_family,gas,west
270757.16,1372,4607.1,77,13.06,5.239,good,No,single_family,electric,east
346914.7,1189.8,7859.5,102,4.03,1.0561,good,No,townhouse,electric,south
327784.76,1523.2,6878.4,94,11.68,2.5785,good,No,single_family,electric,east
391976.63,1781.8,7082,77,4.95,2.9288,good,No,single_family,electric,north
560832.94,1897.3,5103.8,69,6.5,4.571,good,No,single_family,gas,north
557451.74,1703.5,6424,11,6.71,0.7574,fair,No,single_family,gas,east
479881.2,1940.8,4689.4,15,8.44,3.4986,fair,No,single_family,electric,west
330000.77,1299.4,9225.5,80,12.01,1.9315,poor,No,single_family,electric,south
409263.07,2377.5,9588.1,108,9.06,3.7531,good,Yes,single_family,electric,north
351298.46,1767.1,2384.5,86,7.5,1.9118,good,Yes,single_family,electric,north
479240.93,2246.9,4676.2,13,11.87,4.8868,good,No,townhouse,gas,east
493895.02,1937.1,3258.7,60,4.79,1.9188,fair,No,townhouse,electric,west
487144.02,1982.7,5374.9,70,7.69,0.0456,excellent,No,condo,gas,east
507188.39,2027.9,6791.4,45,11.98,2.0534,good,No,single_family,electric,east
528271.01,1979.1,3375.9,31,10.12,2.6864,excellent,No,single_family,electric,east
552035.58,2057.1,4695.4,14,6.13,4.2988,good,No,single_family,gas,east
537175.8,2331.7,4490.1,43,1.95,1.4899,good,No,townhouse,gas,east
520115.2,1878.6,7518.2,16,9.24,1.5136,poor,No,townhouse,gas,west
582197.39,2083.6,7173.4,40,1.69,4.1527,fair,No,townhouse,gas,east
441721.88,1764.1,5195.7,53,7.15,1.3497,poor,No,condo,gas,west
401617.58,2376,7442.1,110,12.72,2.7852,good,No,single_family,electric,south
475847.89,1529.4,5633.3,43,10.39,2.8096,good,No,townhouse,gas,south
585938.48,2520.4,6320.9,97,0.5,3.2611,good,No,single_family,gas,south
365596.77,1783.9,11183.6,4,8.8,2.1002,good,No,single_family,electric,south
442684.04,1227.7,10351.2,108,6.72,1.8876,excellent,No,townhouse,gas,north
488397.45,1851.2,3751,26,2.91,3.4019,fair,No,single_family,electric,west
487812.25,1527.6,9074.3,115,9.34,1.9248,fair,No,townhouse,electric,south
526183.3,2136.3,9028.5,86,6.03,1.368,good,Yes,townhouse,gas,north
373494.96,1539,4129.3,103,6.06,4.4734,good,No,single_family,gas,west
424721.58,1621.5,9046.9,77,8.5,3.5857,good,No,single_family,gas,north
297067.39,1044.2,10844.8,78,5.5,5.121,good,No,condo,electric,north
435816.22,1619.1,4193.6,42,8.38,3.9408,poor,Yes,condo,gas,east
386308.76,830.4,4706.2,96,5.63,1.4782,good,No,condo,gas,north
277224.83,1166.4,9544.2,116,5.85,3.1156,excellent,No,townhouse,electric,north
544918.41,2104.2,7678.7,30,11.97,1.7812,poor,No,single_family,gas,west
425776.43,2114.3,8378.7,98,12.38,1.0181,excellent,Yes,single_family,gas,north
548725.02,1970.2,7851.5,16,1.17,2.4634,excellent,No,townhouse,oil,east
450155.19,1413.2,7976.7,91,10.99,4.1778,poor,No,single_family,electric,south
428796.58,1780.9,3683.8,82,13.59,3.3299,fair,No,townhouse,electric,south
429956.22,1798.6,9618.3,109,14.23,1.3309,good,Yes,townhouse,gas,west
387294.34,1336.7,9924,53,10.08,2.4212,good,No,single_family,gas,west
713620.72,2401.4,6426.5,61,3.77,2.8286,good,No,single_family,gas,north
438574,2150.9,6891.3,86,10.52,0.9731,good,No,single_family,electric,west
393447.79,1711.6,3172.2,31,4.52,3.8558,good,No,single_family,gas,north
568061.74,1810.8,8285.6,39,6.63,2.7255,fair,No,single_family,gas,west
490984.24,1883.4,8430.1,12,9.53,1.3313,excellent,Yes,condo,electric,south
344393.45,983.3,6844.5,83,4.78,1.2634,good,No,single_family,gas,south
570490.07,1701.1,9810.9,34,3.41,4.3208,good,No,single_family,gas,south
466659.93,1527.2,6164.8,4,9.86,2.543,excellent,No,townhouse,electric,south
458080.47,1399.4,8411.5,72,15.47,4.4284,good,No,single_family,electric,north
436979.25,1687.6,4450.8,28,12.97,4.8866,fair,No,townhouse,gas,north
518020.53,2519.1,6941.1,69,10.83,4.2269,good,No,condo,gas,north
393519.48,2056.3,6564.1,24,11.92,2.3599,good,No,single_family,gas,south
404423.66,1571.5,7563.3,94,10.55,0.0026,poor,No,condo,electric,east
402753.46,2029,6076.2,21,9.8,3.3756,excellent,No,single_family,electric,south
534268.16,2359.7,6671.3,65,11.59,5.5099,fair,No,condo,oil,south
633687.1,2169.9,9065.1,44,2.53,2.9575,good,Yes,single_family,oil,east
453256.34,1823.9,5908.1,68,8.8,0.6122,good,No,townhouse,electric,east
395623.96,1541.2,2983.6,90,7.68,2.1901,poor,No,townhouse,gas,west
537110.2,2079.3,11374,88,8.32,2.7795,excellent,No,condo,electric,south
526940.52,1957.4,10453.6,71,6.15,1.6824,excellent,No,single_family,electric,east
525055.36,2158.1,3769.3,118,10.08,0,good,No,single_family,electric,west
563778.56,2054.1,8724.3,0,4.73,2.8826,fair,No,single_family,electric,east
404419.67,2219.8,5742.6,83,5.86,2.0581,fair,No,townhouse,gas,east
499864.91,1585.9,7658.7,43,5.38,5.1272,good,No,townhouse,gas,west
494024.5,2327,7735.6,86,11.46,3.1212,fair,No,condo,oil,south
396161.58,1879,6414,95,7.95,3.5635,good,Yes,single_family,gas,west
606236.18,2630.1,5040.6,74,6.16,2.8571,excellent,No,townhouse,gas,south
441548.2,1524.3,5273.6,38,6.51,3.1125,good,Yes,single_family,gas,east
497038.35,2494.4,4709.5,110,8.02,1.0172,excellent,No,single_family,oil,west
380264.84,1879.2,4920.4,53,14.49,1.7518,good,No,townhouse,gas,north
438272.34,1539.4,6832.1,87,3.05,4.3063,good,No,condo,gas,east
358035.62,1606.4,5210.6,74,10.7,3.2514,excellent,No,single_family,oil,west
461218.13,1671.9,8705.1,28,9.89,2.5218,good,No,condo,electric,east
533793.88,1969.7,10718.1,53,4.47,3.5834,excellent,No,condo,gas,west
483836.1,2009.1,5549.9,89,13.87,3.607,fair,No,townhouse,gas,south
540905.01,1570.5,7598.5,15,10.16,5.3891,fair,No,single_family,oil,north
452612.43,1790.3,8249.2,98,5.97,3.1957,excellent,Yes,single_family,electric,east
658123.84,2656.9,8180,19,0.56,1.725,good,No,townhouse,gas,north
663756.58,2491,7189.9,45,8.92,2.8612,excellent,No,condo,gas,south
535402.31,1974.5,8856.7,66,7.82,3.7291,excellent,No,townhouse,electric,west
483260.6,1815.2,8205.6,64,3.88,4.1948,poor,No,single_family,gas,north
500453.26,1848,3905.8,57,3.83,1.062,good,No,townhouse,electric,west
493243.21,2045.4,9172.9,52,11.47,3.3044,good,No,townhouse,electric,south
401930.42,1390.9,9218.2,110,0.5,1.9233,good,No,single_family,gas,east
479883.71,1697,5091.8,0,9.26,2.32,good,No,single_family,gas,south
283361.91,1132.6,7094.8,80,7.25,4.015,fair,No,single_family,gas,north
469103.07,1959.7,8708.3,65,9.99,3.8955,good,No,single_family,gas,north
619673.8,2058.9,6476.7,28,6.82,2.1862,good,Yes,condo,electric,north
363266.19,1606.7,9682.4,83,9.17,2.8106,fair,No,townhouse,electric,west
567231.86,2429.6,12909.7,69,5.03,2.3567,excellent,No,townhouse,electric,east
358922.98,1309.7,5035,7,7.8,6.47,good,No,townhouse,electric,north
426319.49,1214.3,3547.4,28,9.96,3.334,excellent,No,single_family,gas,north
476928.69,1889.8,7759.5,111,8.6,1.9926,good,No,single_family,gas,north
458690.59,2218.8,8803.9,50,9.52,4.5866,fair,No,single_family,electric,south
504668.57,2473.6,6422.8,32,4.29,4.629,good,No,condo,electric,north
522875.69,1616.4,10633.2,2,5.64,5.15,poor,Yes,single_family,gas,south
464528.09,2231.5,3653.5,59,5.71,5.5056,excellent,No,single_family,electric,north
519699.77,1784.6,8732.3,34,6.89,3.8493,poor,No,condo,oil,south
377452.45,1730.9,5485.3,68,13.43,2.5802,good,No,single_family,gas,west
542168.54,2153.5,11298.4,90,6.58,2.7569,good,Yes,townhouse,electric,west
516967.71,2060.9,11981.3,107,3.43,2.6495,good,No,condo,electric,south
304200.34,1169.4,5083.4,75,10.17,2.5155,poor,No,single_family,gas,east
456074.05,2390.6,5626.1,83,13.39,4.4879,good,Yes,single_family,electric,east
566581.21,2352,9149,108,2.96,3.0009,good,No,condo,electric,south
368395.64,1549.8,6032.2,19,15.89,4.1657,fair,No,townhouse,electric,west
515870.4,1958.3,6886.5,72,9.66,3.8118,excellent,No,single_family,gas,south
450607.38,1997.6,7063.5,38,12.14,1.6816,good,No,single_family,gas,east
509391.04,1904.3,2200.8,3,13.87,0.9394,good,No,single_family,electric,south
342464.99,1579.9,6965.4,114,11.89,1.516,good,No,townhouse,gas,west
372250.6,1531.4,5275.7,117,7.56,2.488,fair,No,condo,gas,east
425738.06,1789.8,5767.2,18,12.87,3.1612,excellent,No,townhouse,gas,east
499002.41,2269.1,10609.1,101,9.02,2.222,good,No,townhouse,electric,north
313308,2017.4,3858.7,90,12.36,3.8437,poor,No,townhouse,gas,north
